,description,category,label
14949,גופיה גימור לוגו בלבן,shirts_women,6
14950,חולצת טי צהובה לוגו מאחורה,shirts_women,6
14951,חולצת רזי שחורה צווארון פולו דגם,shirts_women,6
14952,חולצת טי מגרזי דגם באפור,shirts_women,6
14953,חולצה שחורה כיתוב מונוכרומטי למידות גדולות,shirts_women,6
14954,חולצה משבצות ושרוולים נפוחים,shirts_women,6
14955,חולצת שרוול קצר ארוגה הדפס בצבע ירוק,shirts_women,6
14956,חולצה כיווצים ורקמה בלבן,shirts_women,6
14957,חולצת טי מבד מעובה ושרוולי רשת מלמלה בסגול בהיר,shirts_women,6
14958,חולצה אלגנטית בהדפס חייתי חום חזית דראפה,shirts_women,6
14959,חולצת שרוול מלמלה,shirts_women,6
14960,חולצה בסגנון בוהו הדפס דגם בצבע שחור,shirts_women,6
14961,נעלי אספדריל,shoes_women,7
14962,סנדל רצועות דגם בצבע מטאלי,shoes_women,7
14963,סנדלי אספדריל רצועות מוצלבות,shoes_women,7
14964,סנדלים דגם בכחול,shoes_women,7
14965,סנדל כפכף רצועה,shoes_women,7
14966,כפכפים רצועה מוצלבת ואבני חן,shoes_women,7
14967,סנדל דגם עקב בלוק,shoes_women,7
14968,סנדל אספדריל עקב חבלים,shoes_women,7
14969,סנדלי רוקי במראה שעם,shoes_women,7
14970,סנדלי פלטפורמה דגם בצבע כחול,shoes_women,7
14971,סנדלי טריז ניטים,shoes_women,7
14972,סנדל דגם בזהב וורוד,shoes_women,7
14973,סנדלי אספדריל דגם בגזרה רחבה,shoes_women,7
14974,סנדלי טריז רצועת מעטפת בקרסול,shoes_women,7
14975,סנדלי פלטפורמה בגזרה רחבה,shoes_women,7
14976,שמלת טי שירט דגם,dresses_women,2
14977,שמלת שיפט מבד קרפ דגם בצבע כחול,dresses_women,2
14978,שמלת שושבינות מסאטן,dresses_women,2
14979,שמלת מידי פרחונית שולי מלמלה,dresses_women,2
14980,שמלת מקסי הדפס ואבזם,dresses_women,2
14981,שמלת מקסי מעוטרת שסע וכתפייה אחת,dresses_women,2
14982,שמלת גינס מכותנה מחוררת,dresses_women,2
14983,שמלת מקסי צווארון קולר ותחרה דגם,dresses_women,2
14984,שמלת מידי שכבות נקודות בשחור,dresses_women,2
14985,שמלת גופיה בשחור,dresses_women,2
14986,שמלת מידי צמודה כיווצים,dresses_women,2
14987,שמלת מידי כתפיות דקות וטוויסט,dresses_women,2
14988,שמלת מקסי חצאית רשת דגם,dresses_women,2
14989,שמלה פאייטים ושרוול מנופח בכחול,dresses_women,2
14990,שמלת מקסי סטרפלס בהדפס פרחוני,dresses_women,2
14991,שמלת מידי הדפס דגם בשחור,dresses_women,2
14992,זקט מרוכסן בציפוי רך דגם,coats&jackets_women,1
14993,סוודר נמתח בצבע ורוד,sweaters_women,9
14994,מעיל מרופד דגם באפור,coats&jackets_women,1
14995,זקט,coats&jackets_women,1
14996,זקט דגם בצבע חאקי,coats&jackets_women,1
14997,זקט בגזרה נשפכת מעור מלאכותי,coats&jackets_women,1
14998,זקט מרופד דגם מהדורה בסגול,coats&jackets_women,1
14999,קרדיגן מכופתר בהדפס מנומר,sweaters_women,9
15000,קפוצון פליז דגם צווארון מרוכסן,sweaters_women,9
15001,סוודר אוברסייז מפוספס מדגם,sweaters_women,9
15002,סוודר בעיצוב שרוולים דגם,sweaters_women,9
15003,קרדיגן גימור תחרה למידות גדולות,sweaters_women,9
15004,סוודר בגזרת פטיט כוכב בהדפס חייתי,sweaters_women,9
15005,בולרו דגם בשחור,sweaters_women,9
15006,סוודר גולף מצמר קשמיר בצבע חום דגם,sweaters_women,9
15007,חוטיני סטייטמנט,lingerie_women,4
15008,כותונת לילה דגם בהדפס פרחוני,lingerie_women,4
15009,חזיית ספורט מרופדת דקה דגם מידה,lingerie_women,4
15010,חזיית סטרפלס קאפ,lingerie_women,4
15011,כותונת לילה מודפסת,lingerie_women,4
15012,חזיית הנקה דגם במידות,lingerie_women,4
15013,חזיית ספורט מרופדת דקה דגם מידה,lingerie_women,4
15014,חזייה דגם בגזרת גוזייה עצם וריפוד קל,lingerie_women,4
15015,תחתוני כותנה אורגנית דגם תחרה,lingerie_women,4
15016,בגד גוף דגם,lingerie_women,4
15017,חולצת טי כחולה פטיט,shirts_women,6
15018,חולצת נקודות דגם בצבע טבעי,shirts_women,6
15019,חולצה סרוגה דגם בשחור הדפס אבסטרקטי,shirts_women,6
15020,חולצה שחורה דגם בהדפס נקודות בשילוב רשת,shirts_women,6
15021,חולצה שרוולים תפוחים דגם בלבן,shirts_women,6
15022,חולצה שחורה שרוולים נפוחים ותחרה,shirts_women,6
15023,חולצה דגם בצבע כחול,shirts_women,6
15024,חולצה משובצת מלמלה,shirts_women,6
15025,חולצה ורודה בגזרה הדוקה ופפיון,shirts_women,6
15026,חולצה קפלים בדוגמה מנומרת דגם,shirts_women,6
15027,חולצת פסים דגם בגוון ניטרלי,shirts_women,6
15028,גופייה שחורה צווארון דראפה וחרוזים,shirts_women,6
15029,חולצה אלגנטית מנומרת מלמלה דגם בקרם,shirts_women,6
15030,חולצה שרוול קצרצר בשחור משופשף,shirts_women,6
15031,טוניקה מגרזי דגם באפור,shirts_women,6
15032,חולצת פפלום רשת ומלמלה בצבע לבן נקודות,shirts_women,6
15033,חולצה בית עונת מבית,shirts_women,6
15034,חולצה צווארון גולף דגם בבז,shirts_women,6
15035,סנדל כחול דגם בעיצוב רצועות,shoes_women,7
15036,נעלי אספדריל,shoes_women,7
15037,סנדל פלטפורמה ישרה קשירה בקרסול,shoes_women,7
15038,נעלי ספורט כוכבים מטאליים,shoes_women,7
15039,סנדל עקב בלוק בגזרה רחבה אבני חן נוצצות בשילוב טוויסט,shoes_women,7
15040,נעליים מעור בוהן פתוחה,shoes_women,7
15041,סנדל עדין שרשרת,shoes_women,7
15042,סנדל אבזם ורצועת מעור ארוג,shoes_women,7
15043,סנדלים רצועות ועקב בלוק,shoes_women,7
15044,סנדלי נוחות שטוחים בצבע מטאלי,shoes_women,7
15045,סנדלים ארוגים בשלושה חלקים,shoes_women,7
15046,סנדלים אספדריל רצועה אחורית,shoes_women,7
15047,נעלי ספורט גבוהות דגם,shoes_women,7
15048,נעל שפיץ עקבים לאירוע,shoes_women,7
15049,נעלי עקב לאירועים אבני חן,shoes_women,7
15050,סנדלים רצועות דגם בצבע אדום,shoes_women,7
15051,שמלה גוונים שונים מדגם,dresses_women,2
15052,שמלת מקסי פייטים וצווארון קולר,dresses_women,2
15053,שמלת מידי מעטפת הדפס נקודות למידות גדולות,dresses_women,2
15054,שמלת מקסי מעטפת כיווצים בגזרת פטיט,dresses_women,2
15055,שמלת סרפן להריון,dresses_women,2
15056,שמלה מתרחבת בהדפס פריחה בצבע טבעי,dresses_women,2
15057,שמלה מדגם בצבע ורוד,dresses_women,2
15058,שמלה מבד קרפ קשירה במותן בכחול,dresses_women,2
15059,שמלה שרוולים מתקפלים,dresses_women,2
15060,שמלת מלמלה שרוולים מתנפחים,dresses_women,2
15061,שמלת מקסי כתף חשופה,dresses_women,2
15062,שמלת מקסי מקושטת כתפיות במידת פטיט,dresses_women,2
15063,שמלת מעטפת עיטורי מלמלה,dresses_women,2
15064,שמלה פרחונית בגזרת מעטפת מלמלה,dresses_women,2
15065,זקט משבצות קליל,coats&jackets_women,1
15066,זקט צווארון פרווה מלאכותית,coats&jackets_women,1
15067,,sweaters_women,9
15068,סוודר דגם בשילוב צבעים,sweaters_women,9
15069,קרדיגן קצר כיווצים,sweaters_women,9
15070,סוודר דגם בבז,sweaters_women,9
15071,,sweaters_women,9
15072,חולצה צווארון גבוה וניטים בשרוול בשחור,sweaters_women,9
15073,סוודר סריג עיטור פנינים בצווארון,sweaters_women,9
15074,תחתונית ברזלים דגם בשחור,lingerie_women,4
15075,קומבניזון קישוט תחרה והדפס פרחי בר,lingerie_women,4
15076,חזיית בלקונט דגם בשחור אדום,lingerie_women,4
15077,חולצה לכדורגל דגם,shirts_women,6
15078,חולצה ממשי דגם בכחול,shirts_women,6
15079,חולצה בסגנון ברדו דגם,shirts_women,6
15080,חולצה קצרה דגם בצבע טבעי,shirts_women,6
15081,חולצת טי גרזי בצבע טבעי הדפס פרחוני,shirts_women,6
15082,חולצה לבנה דגם,shirts_women,6
15083,חולצה דגם בכחול,shirts_women,6
15084,חולצה מבד ארוג דגם עיטור מלמלה בשרוולים בשחור,shirts_women,6
15085,חולצת תחרה אלגנטית דגם בצבע שחור,shirts_women,6
15086,חולצת טי בגזרת בויפרנד מקו,shirts_women,6
15087,חולצת טי דגם בצבע אדום,shirts_women,6
15088,חולצה כפתורים  דגם,shirts_women,6
15089,חולצה בלבן מדגם,shirts_women,6
15090,גופיית בצבע כחול,shirts_women,6
15091,חולצת מלחים בצבע צהוב,shirts_women,6
15092,חולצת מעטפת דגם מבד קרפ בצבע סגול,shirts_women,6
15093,חולצה צווארון מתגלגל מדגם בכחול,shirts_women,6
15094,חולצת גרזי   דגם בצבע שנהב צווארון דראפה בשילוב קשירה,shirts_women,6
15095,חולצה מלמלה דגם בשחור,shirts_women,6
15096,חולצת טי מקטיפה בצבע שחור מלמלה,shirts_women,6
15097,נעלי ספורט דגם,shoes_women,7
15098,מוקסינים שרשרת רחבה בצבע כחול כהה,shoes_women,7
15099,סנדלים דגם בשחור,shoes_women,7
15100,סנדלי עקב רוקי נמוך רצועות מוצלבות מזמש מלאכותי ועיטור אבני חן,shoes_women,7
15101,נעלי ספורט נמוכות מדגם,shoes_women,7
15102,סנדלים גבוהים חזית מחודדת בגזרה רחבה מאוד בשחור,shoes_women,7
15103,סנדלי פלטפורמה ישרה סוליית ניטים בגזרה רחבה,shoes_women,7
15104,סנדלי אספדריל ניטים,shoes_women,7
15105,סנדל עקב בעיצוב נוצץ,shoes_women,7
15106,סנדלי אספדריל באפקט חבל רצועה אחורית,shoes_women,7
15107,סנדלי רוקי נמוכים רצועה קלאסית רחבה,shoes_women,7
15108,נעלי ספורט דגם בצבע לבן זהב,shoes_women,7
15109,סנדל רצועת קרסול מתוכשטת,shoes_women,7
15110,נעליים עקב אספדריל דגם בכחול,shoes_women,7
15111,סנדל שטוח אבני חן ורצועות קלועות,shoes_women,7
15112,סנדלי אצבע,shoes_women,7
15113,שמלת מלמלה פרחונית בכחול,dresses_women,2
15114,שמלה צמודה צווארון קולר הדפס וטוויסט,dresses_women,2
15115,שמלת מידי פרחונית בכחול כהה,dresses_women,2
15116,שמלת מידי פרחונית דגם באדום,dresses_women,2
15117,שמלת בנדג במידות פטיט חלק עליון תחרה,dresses_women,2
15118,שמלת מקסי צווארון וי מקושט,dresses_women,2
15119,שמלת מקסי פרחונית,dresses_women,2
15120,שמלה דגם בלבן,dresses_women,2
15121,שמלת מקסי קומות צווארון וי ומלמלה בשרוולים,dresses_women,2
15122,שמלה מתרחבת ורודה עיטור לבבות,dresses_women,2
15123,שמלת רשת שחורה,dresses_women,2
15124,שמלת מקסי מקושטת שרוולי שכמיה,dresses_women,2
15125,שמלת תחרה צמודה בגזרת פטיט,dresses_women,2
15126,שמלת מיני פרחונית בגזרת מעטפת,dresses_women,2
15127,שמלת שושבינות,dresses_women,2
15128,שמלת מעטפת מידי הדפס,dresses_women,2
15129,שמלת מקסי מתחרה,dresses_women,2
15130,שמלת מקסי קרושה,dresses_women,2
15131,שמלת מקסי,dresses_women,2
15132,זקט בומבר מרופד גימור פרוותי,coats&jackets_women,1
15133,זקט דגם בצהוב,coats&jackets_women,1
15134,פליז חצי רוכסן,coats&jackets_women,1
15135,זקט דגם בשחור,coats&jackets_women,1
15136,זקט בייקר דגם מגינס לבן,coats&jackets_women,1
15137,זקט חסין מים דגם בצבע כחול,coats&jackets_women,1
15138,זקט שרוולים מתרחבים,coats&jackets_women,1
15139,,coats&jackets_women,1
15140,זקט קווילט דגם קפוצון,coats&jackets_women,1
15141,זקט מרופד דגם,coats&jackets_women,1
15142,זקט כחול עמיד במים דגם,coats&jackets_women,1
15143,זקט דגם בכחול,coats&jackets_women,1
15144,זקט מרופד קצר דגם,coats&jackets_women,1
15145,מעיל משובץ רכיסה כפולה,coats&jackets_women,1
15146,קרדיגן מאריג מוברש,sweaters_women,9
15147,קרדיגן עבה מכופתר,sweaters_women,9
15148,פליז דגם בכחול,sweaters_women,9
15149,סווטשירט מרוכסן,sweaters_women,9
15150,,sweaters_women,9
15151,קרדיגן קצר סרוג כפתורים מבד ריב פייטים,sweaters_women,9
15152,סוודר בייסיק בשחור,sweaters_women,9
15153,סוודר צווארון וי במידת פטיט,sweaters_women,9
15154,,sweaters_women,9
15155,קרדיגן שחור   משבצות בצבע קונטרסטי,sweaters_women,9
15156,סוודר פסים דגם בכחול,sweaters_women,9
15157,קרדיגן פסים דגם,sweaters_women,9
15158,סריג,sweaters_women,9
15159,סוודר דגם בבז,sweaters_women,9
15160,קפוצון בגזרה קצרה פסים בצבעי הקשת,sweaters_women,9
15161,חולצת טי מגרזי דגם בצבע ירוק,shirts_women,6
15162,חולצה שחורה שרוול ארוך,shirts_women,6
15163,חולצה שרוול ארוך בצבע בורדו,shirts_women,6
15164,חולצת טי לוגו,shirts_women,6
15165,חולצת טי דגם בלבן,shirts_women,6
15166,חולצת טי,shirts_women,6
15167,חולצת טי לנשים מבד לורקס צווארון וי ושרוולים קצרים בצבע ירוק,shirts_women,6
15168,חולצה הדפס לבבות ועיטור רשת למידות גדולות בוורוד סומק,shirts_women,6
15169,גופיה חזית משי דגם בכחול כהה,shirts_women,6
15170,חולצת ערב פייטים וצווארון מעוגל,shirts_women,6
15171,שמלה דגם בשחור,shirts_women,6
15172,חולצה נמתחת כחולה קולר שרשרת,shirts_women,6
15173,גופיה חזית משי דגם בלבן,shirts_women,6
15174,חולצת טי שחור בדוגמת מונוגרמה בהדפס זברה,shirts_women,6
15175,חולצת טי בגזרה רפויה דגם באפור,shirts_women,6
15176,חולצת טי פסים וצווארון וי בגזרה רפויה דגם בקרם,shirts_women,6
15177,חולצת טי בצבע לבן,shirts_women,6
15178,נעלי פלטפורמה בצבע חום בהיר,shoes_women,7
15179,סנדלים שתי רצועות אחוריות,shoes_women,7
15180,סנדלים עדינים חרטום מחודד,shoes_women,7
15181,נעלי רוקי,shoes_women,7
15182,סנדלי עקב רוקי נמוך רצועת מזמש מלאכותי ואבני חן,shoes_women,7
15183,סנדלי גלדיאטור דגם בוורוד,shoes_women,7
15184,סנדלי אספדריל,shoes_women,7
15185,סנדלי פלטפורמה  בשחור,shoes_women,7
15186,נעליים כחולות רצועה אחורית דגם,shoes_women,7
15187,סנדלים דגם בשחור,shoes_women,7
15188,סנדלי פלטפורמה פתח קדמי דגם בצבע אפור,shoes_women,7
15189,סנדל דגם בחום בהיר,shoes_women,7
15190,שמלת מיני נוצצת,dresses_women,2
15191,שמלה ישרה אדומה קישוטים,dresses_women,2
15192,שמלת מעטפת מידי מפשתן הדפס,dresses_women,2
15193,שמלת חולצה שולי פפלום מלמלה ונקודות,dresses_women,2
15194,שמלת מקסי מקושטת,dresses_women,2
15195,שמלת מידי צמודה מעטפת מתחרה,dresses_women,2
15196,שמלה דגם בכחול,dresses_women,2
15197,שמלת מידי אוברסייז כתפיים חשופות מבד טול הדפס,dresses_women,2
15198,שמלה חגיגית דגם,dresses_women,2
15199,שמלת מידי פרחונית מחשוף לב,dresses_women,2
15200,שמלת מיני שחורה פרחונית שרוולים ארוכים,dresses_women,2
15201,שמלת מקסי מעטפת במידות פטיט מחשוף כתפיים,dresses_women,2
15202,שמלת מידי דגם רצועות מוצלבות בגב,dresses_women,2
15203,שמלת במידת פטיט,dresses_women,2
15204,שמלת מידי פירחונית,dresses_women,2
15205,שמלת מקסי צמודה מסאטן,dresses_women,2
15206,שמלת חולצת טי דגם,dresses_women,2
15207,שמלת מידי פרחונית בגזרת מעטפת שרוולים,dresses_women,2
15208,שמלת מקסי פרחונית מחשוף לב,dresses_women,2
15209,זקט מרופד בגזרה ארוכה,coats&jackets_women,1
15210,זקט דגם,coats&jackets_women,1
15211,חזיית הנקה,lingerie_women,4
15212,חזיית ספורט דגם,lingerie_women,4
15213,חזית בנדו דגם למידות גדולות בצבע דיו,lingerie_women,4
15214,חוטיני דגם בשחור,lingerie_women,4
15215,גביעים,lingerie_women,4
15216,חזיית למידות גדולות דגם בשחור,lingerie_women,4
15217,קומבינזון בהדפס עצי דקל,lingerie_women,4
15218,תחתון חוטיני לורקס שחור,lingerie_women,4
15219,חזיית טי שירט מעוצבת ומרופדת במידות,lingerie_women,4
15220,חזיית ספורט תפרים,lingerie_women,4
15221,חולצת טי ורשת בורוד,shirts_women,6
15222,חולצה דגם,shirts_women,6
15223,חולצת טי צמודה,shirts_women,6
15224,גופייה מבד ויסקוזה,shirts_women,6
15225,חולצה אלגנטית דגם בצבע כחול כהה קפלים,shirts_women,6
15226,חולצת בגזרה רחבה מכותנה שרוולי עטלף בצבע לבן,shirts_women,6
15227,חולצת טי ארוכה דגם,shirts_women,6
15228,חולצה מודפסת אפורה מסוג,shirts_women,6
15229,חולצת טי סרוגה פסים נוצצים,shirts_women,6
15230,חולצת טי בצבע שחור מדגם,shirts_women,6
15231,חולצה מכותנה,shirts_women,6
15232,גופיה דגם בלבן,shirts_women,6
15233,גופיה כיווצים,shirts_women,6
15234,חולצת טי דגם בוורוד,shirts_women,6
15235,חולצה פרחים דגם בשחור,shirts_women,6
15236,טוניקת גרזי כחולה,shirts_women,6
15237,חולצה הדפס אחו צבעוני דגם,shirts_women,6
15238,חולצת סריג זברה דגם בשחור,shirts_women,6
15239,חולצת מעטפת כחולה,shirts_women,6
15240,נעלי אספדריל דגם באדום,shoes_women,7
15241,סנדלי פלטפורמה מטאליים דגם,shoes_women,7
15242,מגפיים חרטום בצורת שקד,shoes_women,7
15243,מגפי זמש דגם,shoes_women,7
15244,נעלי עקב נוצצות רצועה אחורית,shoes_women,7
15245,סנדלי רצועות עקב דגם בצהוב,shoes_women,7
15246,נעלי ספורט בלבן דגם,shoes_women,7
15247,נעלי ספורט שרוכים וכוכב,shoes_women,7
15248,סנדל בגזרה רחבה,shoes_women,7
15249,נעלי עקב רוקי בסגנון ספורטיבי,shoes_women,7
15250,נעלי אספדריל מעור,shoes_women,7
15251,סנדלים,shoes_women,7
15252,סנדלים דגם בצבע ברונזה,shoes_women,7
15253,נעלי ספורט,shoes_women,7
15254,כפכפים דגם בוורוד,shoes_women,7
15255,נעלי עקב לאירועים,shoes_women,7
15256,נעליים דגם,shoes_women,7
15257,שמלת מידי צמודה מלמלה,dresses_women,2
15258,שמלת סקייטר פרחונית במידות גדולות בכחול,dresses_women,2
15259,שמלת מקסי בהדפס פרחוני צפוף,dresses_women,2
15260,שמלה פרחונית קשירה בקולר,dresses_women,2
15261,שמלת מידמקסי פרחונית,dresses_women,2
15262,שמלת מקסי בנדו דגם פייטים,dresses_women,2
15263,שמלת סקייטר פייטים,dresses_women,2
15264,שמלת מידי צמודה,dresses_women,2
15265,שמלה מבד סקובה פרחוני מדגם בצבע כחול,dresses_women,2
15266,שמלת מיני בהדפס פרחוני כחול קפלים,dresses_women,2
15267,שמלת חולצה אדומה נקודות,dresses_women,2
15268,שמלת מקסי מנצנצת כתפיה אחת,dresses_women,2
15269,שמלה צוואון מרובע פרחונית מונוכרומטית,dresses_women,2
15270,שמלת מידי תחרה דגם בוורוד,dresses_women,2
15271,שמלת מקסי צווארון קולר,dresses_women,2
15272,שמלת מקסי עיטורים ופפיון,dresses_women,2
15273,שמלה כתומה כיסים ולחצניות,dresses_women,2
15274,שמלת מקסי מלמלה במידות פטיט,dresses_women,2
15275,שמלת גינס כפתורים לכל האורך,dresses_women,2
15276,זקט בד נשפך בחזית דגם בצבע שחור,coats&jackets_women,1
15277,זקט דגם בצבע שמנת חזית נשפכת,coats&jackets_women,1
15278,סוודר כחול,sweaters_women,9
15279,זקט מרופד,coats&jackets_women,1
15280,זקט דגם בבז,coats&jackets_women,1
15281,זקט בסגנון קולורבלוק דגם,coats&jackets_women,1
15282,בלייזר בויפרנד למידות גדולות קיפול בשרוול,sweaters_women,9
15283,זקט מרופד כחול משולב לנשים דגם,coats&jackets_women,1
15284,זקט דגם בסגול,coats&jackets_women,1
15285,בלייזר קלסי בגזרת סקיני,sweaters_women,9
15286,זקט חסין מים ספורטיבי דגם,coats&jackets_women,1
15287,פליז דגם,coats&jackets_women,1
15288,בלייזר רכיסה יחידה,sweaters_women,9
15289,זקט אופנוענים מעור מלאכותי רוכסן כפול,coats&jackets_women,1
15290,בלייזר ארוג בצבע לבן,sweaters_women,9
15291,זקט פסים דגם בשחור,coats&jackets_women,1
15292,מעיל פארקה להריון,coats&jackets_women,1
15293,זקט קווילט מבודד דגם בצבע כחול,coats&jackets_women,1
15294,מעיל דגם באפור בהיר,coats&jackets_women,1
15295,סוודר בהדפס חיות וכוכבים בגזרה גבוהה,sweaters_women,9
15296,סריג קרושה,sweaters_women,9
15297,סוודר צווארון גולף בירוק,sweaters_women,9
15298,קרדיגן סרוג להוסיף,sweaters_women,9
15299,חולצה דמויית קטיפה לחצניות ושסע בצווארון,sweaters_women,9
15300,,sweaters_women,9
15301,סוודר סתווי מחמם,sweaters_women,9
15302,,sweaters_women,9
15303,סוודר שרוולי בלון,sweaters_women,9
15304,קרדיגן צווארון וי בהדפס מנומר,sweaters_women,9
15305,שמלת סריג קפלים,sweaters_women,9
15306,סוודר סרוג צווארון חתוך בצבע כחול מדגם,sweaters_women,9
15307,אוברול ארוך קולר לאירועים  ,dresses_women,2
15308,סוודר שרוולים מכווצים מתחרה,sweaters_women,9
15309,סווטשירט פסים סרוגים,sweaters_women,9
15310,סוודר למידות גבוהות מבד גרזי רך למגע,sweaters_women,9
15311,סוודר בסריגת צמות צווארון גולף רפוי,sweaters_women,9
15312,סוודר שעיר לנשים לחג המולד פינגווין ופייטים,sweaters_women,9
15313,חולצת טי לבנה צווארון וי דגם,shirts_women,6
15314,חולצת תחרה שרוולים נפוחים דגם באדום,shirts_women,6
15315,חולצת טי בכיתוב נקודות בלבן,shirts_women,6
15316,חולצת פייטים כוכבים בשחור,shirts_women,6
15317,חולצה צמודה דגם מבד נמתח צווארון וי,shirts_women,6
15318,גופיה כתפיות דקות וצווארון עגול נקודות דגם,shirts_women,6
15319,חולצה שרוולי פופלין דגם בורוד בוהק,shirts_women,6
15320,חולצת טי כחולה מכותנה צווארון עגול,shirts_women,6
15321,חולצה דגם בשחור,shirts_women,6
15322,חולצת טי דגם בלבן,shirts_women,6
15323,חולצה פרחונית בצבע שחור,shirts_women,6
15324,חולצה שרוולי עטלף נקשרים דגם בטורקיז,shirts_women,6
15325,חולצה מנומרת בצבע טבעי חצי שרוול דגם,shirts_women,6
15326,טוניקה מדגם בצבע כחול,shirts_women,6
15327,חולצה שרוולים דגם בצהוב,shirts_women,6
15328,חולצת טי קישוט מאחורה ופסים דק בירוק,shirts_women,6
15329,גופייה שחורה מכפלת מלמלה,shirts_women,6
15330,סנדל טריז רצועת מעטפת בקרסול,shoes_women,7
15331,נעלי אספדריל עקב רוקי רחבה דגם,shoes_women,7
15332,נעלי ספורט דגם,shoes_women,7
15333,סנדלים דגם בוורוד,shoes_women,7
15334,כפכפי עור אבזם,shoes_women,7
15335,נעלי עקב שני חלקים בגזרה אקסטרה רחבה עקב מתרחב,shoes_women,7
15336,סנדלים עקב מרובע דגם בשחור,shoes_women,7
15337,סנדלי אספדריל רחבות חלקים בצבע ורדרד,shoes_women,7
15338,סנדל דגם בחום,shoes_women,7
15339,שמלת מיני להיריון והנקה,dresses_women,2
15340,שמלת מידי שכבות בקישוט פרחוני,dresses_women,2
15341,שמלת מקסי מחשוף וי ופאייטים,dresses_women,2
15342,שמלת עפרון נקודות,dresses_women,2
15343,שמלת קומות פרחונית בכחול,dresses_women,2
15344,שמלה קשירה בגב,dresses_women,2
15345,שמלת מידי מונוכרומטית נקודות,dresses_women,2
15346,שמלה לאחר הצהריים משיפון הדפס דגם בשחור,dresses_women,2
15347,שמלת בצבע כתום,dresses_women,2
15348,שמלת מקסי בגזרת בת הים פאייטים עדינים,dresses_women,2
15349,שמלת מקסי רקמה,dresses_women,2
15350,שמלת מידי מלמלה תחרה בשחור,dresses_women,2
15351,שמלת מקסי רשת ושרוול תחרה מדגם אלסה,dresses_women,2
15352,שמלת מידי גרזי צווארון מרובע,dresses_women,2
15353,שמלת מקסי כיווצים בגזרת פטיט,dresses_women,2
15354,זקט בעל מרקם בדוגמת גזור ותפור,coats&jackets_women,1
15355,זקט בייקר וינטג מעור חגורה,coats&jackets_women,1
15356,מעיל בייקר בגזרה קצרה גימורים פרוותיים,coats&jackets_women,1
15357,גינס מחטב ומעצב בצבע כחול בינוני,coats&jackets_women,1
15358,מחמם גוף מרופד דגם בצבע כחול,coats&jackets_women,1
15359,זקט בייקר מעור,coats&jackets_women,1
15360,מעיל טרנץ מרופד דגם בשחור משבצות,coats&jackets_women,1
15361,סוודר סרוג קרני אור מפייטים בשחור,sweaters_women,9
15362,סוודר בצבע צהוב,sweaters_women,9
15363,חולצה תיפורים שרוול ארוך דגם ,sweaters_women,9
15364,סווטשירט ורוד לוגו אחורי,sweaters_women,9
15365,קרדיגן במראה תחרה למידות גדולות,sweaters_women,9
15366,סוודר בעיצוב מחורר   בצבע כחול בהיר,sweaters_women,9
15367,סוודר זברה פתח בצווארון,sweaters_women,9
15368,סווטשירט  דגם כיתוב,sweaters_women,9
15369,עליונית קרושה במידות גדולות,sweaters_women,9
15370,סוודר בדוגמת שרוול שיפון ופפיון,sweaters_women,9
15371,קרדיגן סריג צווארון וי כפותורים לכל האורך,sweaters_women,9
15372,טייץ גינס דגם באורך רגיל,sweaters_women,9
15373,סוודר מרקם וצמות דגם בצבע שמנת,sweaters_women,9
15374,סווצר מכותנה אורגנית לולאה בגב דגם,sweaters_women,9
15375,עליונית קרדיגן למידות גדולות במרקם פופקורן,sweaters_women,9
15376,סוודר אופוויט עבה פפיון,sweaters_women,9
15377,קרדיגן סריג עבה בהדפס פקעות,sweaters_women,9
15378,סוודר סרוג רקמת כוכבים בשחור,sweaters_women,9
15379,סריג דק,sweaters_women,9
15380,קרדיגן סרוג,sweaters_women,9
15381,בגד גוף דגם עצם,lingerie_women,4
15382,בגד גוף מסאטן איכותי ותחרה ברזלים במידות,lingerie_women,4
15383,גוזייה ברזלים רכיסה קדמית דגם,lingerie_women,4
15384,חזיית ספורט אנרג י קאפ מלאה תמיכת ברזל,lingerie_women,4
15385,חזייה בגזרת מחוך דגם סגירה קדמית במידות,lingerie_women,4
15386,חזיית ספורט מודפסת למידות גדולות גב רייסר ותמיכה קלה,lingerie_women,4
15387,חזייה מרופדת חצי ריפוד דגם,lingerie_women,4
15388,דגם מרופד קלות ברזלים וגזרת חוטיני דגם,lingerie_women,4
15389,תחתוני,lingerie_women,4
15390,גופייה לבנה מחשוף מרובע עמוק,shirts_women,6
15391,חולצת רקמה בצבע אסן,shirts_women,6
15392,חולצה דגם בירוק,shirts_women,6
15393,חולצה אדומה שכבת בסיס מסיבי במבוק,shirts_women,6
15394,חולצה דגם בכתום,shirts_women,6
15395,חולצת תחרה שרוול ארוך דגם,shirts_women,6
15396,גופיה צווארון גבוה בלבן דגם,shirts_women,6
15397,עליונית ערב דגם בכחול,shirts_women,6
15398,חולצת טי פייטים כוכב באפור,shirts_women,6
15399,חולצת טי שחורה בגזרה משוחררת,shirts_women,6
15400,חולצה בגזרת סלים חצי שקופה דגם בשחור,shirts_women,6
15401,חולצה מודפסת דגם בצבע כחול,shirts_women,6
15402,קרדיגן מעטפת דגם בשחור,shirts_women,6
15403,חולצת טי בגזרת סלים דגם בוורוד,shirts_women,6
15404,גופיית סריג לבנה תיפורים,shirts_women,6
15405,חולצת גופיה נמתחת דגם בכחול,shirts_women,6
